"","X.2","X.1","X","Subnum","Sex","Race","Ethnicity","Big5O","Big5C","Big5E","Big5A","Big5N","Bis11Score","CESD","ESIBF_Disinhibition","ESIBF_SubstanceUse","NPI","PSWQ","STAIS","STAIT","TPM_Boldness","TPM_Disinhibition","TPM_Meanness","Condition","ReactTime","Reward","BestOption","KeyResponse","SetSeen.","OptionRwdMean","Phase","subjID","trial","DeltaTVal","DeltaAVal","delta_bestValue","DecayTVal","DecayAVal","decay_bestValue","decayWinTVal","decayWinAVal","decayWin_bestValue","decayLossTVal","decayLossAVal","decayLoss_bestValue","PVLDecayITParam","PVLDecayDecayparam","PVLDecayShape","PVLDecayLossAversion","PVLDecay_bestValue","PVLDeltaITParam","PVLDeltaRecencyparam","PVLDeltaShape","PVLDeltaLossAversion","PVLDelta_bestValue","PVPEDecayITParam","PVPEDecayDecayParam","PVPEDecayShape","PVPEDecayWeightPosPE","PVPEDecay_bestValue","DeltaUncertaintyITParam","DeltaUncertaintyDecayParam","DeltaUncertaintyShape","DeltaUncertaintyWeightPosPE","DeltaUncertainty_bestValue","deltaBIC","decayWinBIC","decayLossBIC","decayBIC","PVLDecayBIC","PVLDeltaBIC","PVPEDecayBIC","DeltaUncertaintyBIC"
"47501",99501,99501,32751,132,"Male","White","Not Hispanic or Latino",33,30,28,34,17,64,3,11,20,16,43,43,34,39,10,7,"Losses",4816,-0.25609952897532,1,3,"1",-0.25,"Train",191,1,0.472858093532465,1,167.232727693917,1e-04,0.99,172.593879499887,0.643785272428033,0.30952782005325,156.389404917502,1e-04,0.3087346190472,172.593642223928,0.455651692638027,0.0840953342228113,0.429908372873951,0,170.911596580285,0.131414613351423,0.99,0.994151985498303,5,166.891819327957,0.866338466296813,0.309428447043,0.088109040825561,0.715518051652453,155.384046562477,0.620857025221444,0.564195702698013,0.5,2.34165811793017,166.988102540097,345.500361180764,323.813715627934,356.222190240786,356.222664792704,363.893004746429,355.853450241773,332.837904710814,356.046016666052
"47751",99751,99751,33001,133,"Female","White","Not Hispanic or Latino",37,34,28,31,38,57,46,8,13,14,79,59,63,20,11,5,"Losses",7308,-0.426982661330862,0,4,"1",-0.75,"Train",192,1,0.0511161865919054,1,172.492492714161,0.352416846731496,0.311391176183682,171.09821322626,0.108691555008759,0.942980236123931,172.498642152815,0.473365654240519,0.211048426482253,168.043398368563,0.0969587986990584,0.361728229287252,1,5,170.76858995034,0.0156086613752207,0.99,0.851859341888577,5,172.445532476444,0.478038499496126,0.211797694902348,0,0.0132624669059918,168.039774057847,1e-04,0.01,0.815605445961385,0,172.593706378422,356.019891221251,356.032190098558,347.121702530055,353.231332245449,363.606991486538,366.960876538746,358.149359701553,367.257224342703
"48001",100251,100251,33501,135,"Male","More than one Race","Hispanic or Latino",29,37,25,33,25,61,14,19,22,27,64,24,37,34,17,27,"Gains",4221,0.785067596696794,1,3,"1",0.75,"Train",193,1,1.68346899391167,0.103075709564511,127.0253054222,0.172715504134267,0.0166840133655554,112.46953175589,0.171766256379479,0.0105637677812159,114.528696112783,1e-04,0.99,172.594203687208,0.126213569703778,0.01,0.582452353002214,5,108.095961235708,1.35069339383733,0.121725113031148,0.577871267993643,5,112.844910308606,0.287810303306902,0.01,0.221813556470128,0.830490973003886,111.863674890728,1.76573145319627,0.0716334424120865,0.5,1.40836566630388,123.805926559719,265.085516637329,240.092298018495,356.223313167346,235.973969304709,238.261734057275,247.759632203072,245.797161367314,269.681664705297
"48251",100501,100501,33751,136,"Male","White","Not Hispanic or Latino",31,29,19,35,29,64,17,14,11,17,71,36,52,24,16,23,"Gains",6009,0.275557810652123,1,1,"0",0.65,"Train",194,1,1.00385391757606,1,120.935180567078,0.503461893627245,0.189968922998154,145.390865759856,1.00683079323239,0.99,141.395735166895,1e-04,0.99,172.594647375672,0.976592572863,0.99,0,0,135.79394202227,0.352224793746417,0.99,0.0757316383708887,5,106.328700139658,0.265966295479332,0.0286270042362619,1,1,130.249138059749,0.120860185809327,0.213315413895276,5,6.66318085445778,100.217047459096,252.905266927085,293.826376126719,356.224200544274,301.816637312641,293.657695630399,234.727211865174,282.568087705357,222.503906504051
"48501",101501,101501,34751,140,"Female","Asian","Not Hispanic or Latino",41,32,13,34,32,57,31,10,0,7,70,43,57,19,8,3,"Gains",5237,0.307861773649576,0,4,"1",0.25,"Train",195,1,1.28602536796966,0.24456842492355,126.736407834847,0.396627571497351,0.0808999480519641,128.549816216277,0.188683047061546,0.0348917593064934,131.598908581469,1e-04,0.99,172.594263827829,0.392369634267672,0.0776055438649655,1,0.209822316562893,128.467302402104,1.51861733722495,0.217238001055775,0.608214461252466,0.0697221542823746,126.003140582235,0.25413557545758,0.0372681900419021,0.198868538649883,1,131.716882244896,1.10886703484401,0.255043843134504,0.5,1.81313436934605,125.225702868223,264.507721462624,274.232722955868,356.223433448587,268.134538225484,279.004416390067,274.076092750329,285.503576075651,272.521217322306
"48751",101751,101751,35001,141,"Female","White","Not Hispanic or Latino",30,29,30,34,34,59,22,16,9,22,64,57,50,29,13,11,"Gains",9770,0.717846971003448,1,1,"0",0.65,"Train",196,1,3.06316050883464,1e-04,172.570792458015,0.20925120201416,0.309526428354319,171.085159223796,0.170447054794631,0.320936793161595,171.515750109283,0.103213717399287,0.99,172.536075461131,0.224694393425692,0.735086233178377,0.12601447189357,5,169.766133230374,0.0451604305888298,0.921601539778757,0,1.19532146474802,172.463387849645,0.031095068623304,0.01,0.634465078827836,1,171.378232385778,0.00285323839428092,0.829696824362367,0.5,992.252059982816,170.117713182401,356.17649070896,354.066406011496,356.107056715192,353.205224240521,361.602078046607,366.996587285149,364.826276357414,362.30523795066
"49001",102251,102251,35501,143,"Male","White","Not Hispanic or Latino",32,25,24,37,20,78,15,24,44,9,43,35,38,34,22,20,"Losses",4982,-0.666259825653965,0,4,"1",-0.75,"Train",197,1,0.876451950619249,1,136.771932211325,0.806690659180828,0.200955277989662,151.167889189893,0.946279351869062,0.418066378927235,143.539316057584,0.666978341457908,0.312026438383184,157.30299577422,1.44350017526443,0.158496762716384,1,0.265646958778364,146.06559381697,0.319702223311801,0.99,0.931617966455493,5,132.666982278147,1.42600661308444,0.199866192484174,0.657129097473646,0.375543136158193,129.441101076528,0.880382935257785,0.99,0.5,0,136.788771387255,284.578770215579,298.113537908097,325.640897341369,313.370684172716,314.200999219798,287.403776142153,280.952013738916,295.64735436037
"49251",102501,102501,35751,144,"Male","American Indian or Alaskan Native","Not Hispanic or Latino",36,32,33,33,19,73,13,17,31,25,48,20,33,37,17,26,"Gains",10196,0.889432811258063,1,1,"0",0.65,"Train",198,1,1.07751898830327,0.632428090935223,146.724958057984,1.00268595734441,0.811694202684437,142.608879103428,0.731530999012332,0.235064394735594,136.755775534125,0.340398642924583,0.387531258671166,170.608298167089,1.07372622896467,0.99,1,0,141.925680765621,1.13433027031889,0.651660074524885,1,0,145.058920425845,0.92069423259591,0.240720988358793,0,0.757148897100052,133.195483433978,1.07751880552876,0.632428263966378,0.5,0,146.724958057986,304.484821908898,284.54645686118,352.251502127107,296.252663999786,305.9211731171,312.187652437548,288.460778453815,315.519727701832
"49501",102751,102751,36001,145,"Female","Asian","Not Hispanic or Latino",44,33,28,32,26,60,21,5,6,17,71,55,59,31,10,4,"Gains",5318,0.264415715652466,0,2,"0",0.35,"Train",199,1,0.668528553303579,0.685845358226014,160.772037894501,0.968781532665762,0.971826208147504,151.887659723778,0.719631605613104,0.504900776078207,157.946379630081,1e-04,0.01,172.594699822518,0.995664851434577,0.99,1,0.271320834598049,151.576199888768,0.908388760719532,0.0411065796430176,0,2.58571970767234,159.456868154698,0.747919288540125,0.143675522484712,0.103870766380403,0.612630707537702,154.148666368283,0.668528810008834,0.685845557999899,0.5,0,160.772037894502,332.578981581931,326.927665053091,356.224305437965,314.810225240486,325.222211363396,340.983547895256,330.367144322424,343.613887374864
"49751",103001,103001,36251,146,"Female","White","Not Hispanic or Latino",39,35,27,38,28,66,36,8,19,10,61,48,55,27,11,6,"Losses",4059,-1.23282714197732,0,4,"1",-0.75,"Train",200,1,1.21276242798358,0.0739094477425312,151.928147661761,0.687363247808318,0.318444631292895,164.233799417981,0.0872755817166593,0.0173962331963582,159.397715108636,0.114972419206795,0.0102075258678377,167.002507253057,0.436592763061441,0.01,0.829522560044991,0.0926139682007867,149.952403175564,3.2107166613804,0.018329925074428,1,0,149.431441284751,0.242221579299941,0.01,0,0.277491418856563,149.84135619544,1.21275790809755,0.0739076714745006,0.5,0,151.928147662226,314.891201116451,329.830336010201,345.039920299043,339.502504628892,321.974617936987,320.932694155361,321.752523976739,325.92610691031
"50001",104001,104001,37251,150,"Female","White","Hispanic or Latino",35,30,20,36,25,53,27,7,6,22,73,58,51,29,12,7,"Losses",5329,-0.7681483976168,0,4,"1",-0.75,"Train",201,1,4.95874080180661,1e-04,170.719285280993,1e-04,0.99,172.594491901092,0.0352226204179355,0.0128109869556713,170.517468537224,1e-04,0.99,172.593980912673,0.0487294912767155,0.01,0.248840982980127,0,171.802493072753,0.441290394613276,0.01,0.889623112841297,5,170.797800046371,0.036335729658793,0.0128822013827161,0,1,170.517700783802,1.18281261426861,0.01,0.5,0,170.848619927754,352.473476354916,352.069842867378,356.222867618276,356.223889595113,365.674797731365,363.665411678601,363.105213153462,363.767051441367
"50251",105001,105001,38251,154,"Female","White","Hispanic or Latino",32,35,40,38,16,81,10,11,8,16,34,35,37,37,14,19,"Gains",4888,0.307925808767603,0,2,"0",0.35,"Train",202,1,1.03509113084256,1,106.594472238542,0.795745887221845,0.289542379568033,118.576813942518,0.579626552612983,0.160989554861934,122.903717058931,1e-04,0.99,172.595584194533,0.736573037928851,0.311784518588546,0,5,101.070896960745,0.648646289296218,0.529409230791381,0,2.99600673070249,92.2504581092399,0.303083055287943,0.0177904432434585,0,0.542215178527205,117.996376381279,0.779089792330262,0.673154072645951,0.5,4.35935443677807,105.036945410856,224.223850270014,256.842339910792,356.226074181996,248.188533677965,224.21160550735,206.570727804339,258.062564348417,232.143702407571
"50501",105251,105251,38501,155,"Female","Asian","Hispanic or Latino",31,35,26,29,17,60,22,5,0,8,66,22,52,29,5,17,"Gains",6579,0.732437258835489,1,1,"0",0.65,"Train",203,1,1.16802949546626,0.226116402360506,164.287827654462,0.521273584583716,0.162054381703854,149.140900103186,0.589372659471968,0.165637968574963,148.903876145148,1e-04,0.99,172.595099966665,0.479258321556822,0.21295420062973,0,0.612162292756458,142.897028034151,1.63223488997666,0.217685528605306,1,0,158.601607266665,0.589373546729363,0.165638256886796,0,1,148.903876145139,0.479127424449795,0.550034184991097,0.5,11.2255020485489,157.326429298809,339.610561101853,308.842658083225,356.225105726259,309.316705999302,307.86386765416,339.273026119188,319.877563876136,336.722670183476
"50751",105751,105751,39001,157,"Male","White","Not Hispanic or Latino",34,32,26,23,25,71,29,16,38,12,38,36,52,35,16,19,"Losses",9414,-0.863024108724971,0,2,"0",-0.65,"Train",204,1,0.711247816523511,0.298742592454554,166.205387490604,0.0584909150343642,0.01,169.654719932361,0.0293071050787915,0.0145749158134508,170.179000537729,0.105764735713296,0.0200651862626621,168.162586473074,0.420670754328203,0.01,1,0.0955964808700161,166.887943992109,1.63171732901075,0.323500301535885,1,0.161925006305772,165.788366980674,0.366092513235454,0.0468208545653717,0,0.273951400785422,163.338083494506,0.711247233092349,0.298742827753639,0.5,0,166.205387490605,343.445680774137,351.392906868387,347.360078739078,350.344345657652,355.845699570076,353.646545547206,348.745978574871,354.480586567068
"51001",106251,106251,39501,159,"Male","White","Not Hispanic or Latino",35,33,31,31,26,63,14,16,0,19,59,37,45,28,20,13,"Gains",17387,0.234347164594522,0,4,"1",0.25,"Train",205,1,1.40860017950432,0.0104908493943301,170.236832600867,0.0300567777176696,0.01,171.012284207777,0.0289791654062587,0.0127290266545543,171.10691182348,0.421761073225107,0.446697677195166,168.200277982963,0.0280657999088424,0.01,1,5,170.503078912597,1.20956058315677,0.01,0.810187583260424,5,169.812988439733,0.419756408167598,0.446829065795186,0,0,168.200520879451,1.41625498952736,0.0103366075360829,0.5,0,170.23682312732,351.508570994663,353.248729439889,347.435461758856,353.059474208484,363.075969411054,361.695788465324,358.47085334476,362.543457840498
"51251",106501,106501,39751,160,"Female","White","Not Hispanic or Latino",27,34,29,38,36,90,27,25,19,13,69,55,56,22,26,23,"Gains",5857,0.399821518796528,1,1,"0",0.65,"Train",206,1,1.83204711307019,0.0126923149636314,164.330824005657,0.0922285660139972,0.01,152.887663283345,0.0885574940234844,0.01,154.013795920245,0.602271922963651,0.51297716741677,166.070167315346,0.092700483991741,0.01,0.0826286032747736,0,149.525771309147,2.22363017223843,0.01,1,0,160.853886935279,0.111646752967561,0.01,0.443273055246976,1,152.950013935871,1.32298786799465,0.0184985840964586,5,0.327265409084894,160.033135896196,339.696553804244,319.06249763342,343.175240423622,316.810232359619,321.121354204154,343.777585456416,327.969839457602,342.136083378251
"51501",107001,107001,40251,162,"Male","White","Not Hispanic or Latino",46,32,20,33,35,70,38,25,12,18,79,49,65,16,19,17,"Gains",6011,-0.458590463665287,0,2,"0",0.35,"Train",207,1,0.824939834059055,0.113514803226911,136.877038376008,0.171242008868345,0.0718373825507232,149.144626202304,0.375403608213426,0.112390413839414,140.761422451341,0.0496467113304254,0.01,171.53471600395,0.183273766465123,0.0750901065090601,0,5,137.033856029419,1.10728408915646,0.103736499248317,1,0,135.645683990058,1.03024676944386,0.01,0.435807447806588,0.0814527191738692,99.3333648717073,0.824940068725401,0.113519925244879,0.5,0,136.877038390898,284.788982544945,292.557750695612,354.104337800829,309.324158197538,296.137523644697,293.361179565974,220.736541329274,295.823888367655
"51751",107751,107751,41001,165,"Male","White","Not Hispanic or Latino",31,27,24,35,29,70,20,15,0,8,48,34,53,29,16,18,"Losses",7076,-0.102963040618683,0,2,"0",-0.65,"Train",208,1,1.8962447527004,0.0233504939476494,146.145846589044,0.092758274455116,0.01,159.665659683114,0.0902011153340276,0.0187957634171376,166.438168201944,0.0622054164039512,0.01311382465873,167.377376589322,0.604568879545254,0.01,1,0.0803108487875564,146.926285879822,3.52789865215519,0.01,0.931387180139176,0.195256835870529,143.099831425375,0.298246428404093,0.01,0.480175361497364,0.535747152198036,151.210920142442,1.8948496136556,0.0234012489523481,0.5,0,146.145859663635,303.326598971018,343.911242196818,345.789658971574,330.366225159157,315.922383345503,308.269474436608,324.491651870742,314.361530913128
"52001",108001,108001,41251,166,"Female","More than one Race","Hispanic or Latino",27,39,36,40,29,53,8,5,12,17,69,28,39,34,8,9,"Gains",8536,-0.131416499381616,1,1,"0",0.65,"Train",209,1,1.09072566982219,0.0765226641067629,159.114890574708,0.0480446808179059,0.01,166.119438037917,0.0456379694192006,0.0144872962340209,167.874846313746,0.271332960485443,0.0106690528891945,154.46909125037,0.0412556970571729,0.01,0.428948067291236,5,163.262918923862,1.13171445275845,0.429947183567794,0.409952601307452,0,157.772112731853,0.663347739852868,0.01,0.959329924813497,0,147.78955538714,1.09072816153157,0.0765269488965536,0.5,0,159.114890590497,329.264686942346,346.784598420422,319.973088293669,343.273781868764,348.595649433583,337.614037049565,317.64892236014,340.299592766853
"52251",108251,108251,41501,167,"Female","White","Hispanic or Latino",32,34,25,40,17,67,12,8,17,30,40,25,29,44,9,16,"Losses",13094,0.0283735143542043,1,1,"0",-0.35,"Train",210,1,0.609449864410065,1,156.009490861552,0.706667822973963,0.763141172074454,154.806390924831,0.280475600078988,0.0387209007532434,144.16956487134,0.746136443921316,0.99,158.108547134655,0.193294214075354,0.693957925970375,1,5,154.477740931861,0.198520441900053,0.99,1,5,150.792103260325,0.269288850779329,0.0383520950923004,0,1,144.175072019517,0.628317488541443,0.99,1.29125892767574,1.767526327534,152.385453918979,323.053887516033,299.374035535609,327.25200006224,320.647687642592,331.025293449581,323.654018106508,310.419955624893,326.840719423817
"52501",108501,108501,41751,168,"Female","White","Hispanic or Latino",40,40,29,42,16,43,14,7,0,16,47,30,35,29,11,2,"Losses",3260,-0.359612820754375,0,2,"0",-0.65,"Train",211,1,1.16639210766306,0.271013164338547,159.049629111002,0.0936542075745683,0.0258062184578846,170.894831800236,0.30945025123491,0.118643402625539,166.623413201057,0.0632562701739467,0.0352405989881159,172.028619928396,1.05293934675906,0.478488678220499,0,0.000454291095195832,167.851376286129,0.459929482333569,0.287305543708097,0.690830152732863,5,157.857041622453,0.60908442395543,0.117243646482494,0.282318906725117,0.679383920921883,164.317093618021,1.16639090476367,0.271013572339663,0.5,0,159.04962911106,329.134164014934,344.281732195044,355.092145649721,352.824569393401,357.772564158117,337.783894830764,350.7039988219,340.169069807978
"52751",109001,109001,42251,170,"Male","White","Hispanic or Latino",35,31,32,32,28,69,20,17,15,20,58,27,46,33,17,19,"Losses",4884,-0.204232807726706,1,1,"0",-0.35,"Train",212,1,2.34203065871828,0.0534805983103714,97.5362560725367,1e-04,0.865485797862851,172.594134360486,0.17210729380538,0.0132711647209007,95.3117654063037,1e-04,0.99,172.594694796456,0.250944135637245,0.01,0,0,97.1012319085732,4.054600556314,0.01,1,0.242100969472362,92.5870917491105,0.309215999973391,0.01,0.028047150639056,0.650885041145335,93.2954237233028,2.2915354396731,0.0528930899858366,0.5,0.192682400524097,97.2258946031384,206.107417938003,201.658436605537,356.224295385841,356.223174513902,216.272275403005,207.24399508408,208.660659032464,216.521600792136
"53001",110001,110001,43251,174,"Female","Asian","Not Hispanic or Latino",36,35,17,32,31,47,25,5,13,10,63,43,58,21,6,6,"Losses",7220,-0.0205852037920634,1,3,"1",-0.25,"Train",213,1,1.316065255509,0.704997510822827,102.880947007085,0.275328636961262,0.99,171.936796113936,0.243065911833613,0.0167178711747977,92.3698380167713,1e-04,0.99,172.593687182886,1.47787846637742,0.0520657578738409,1,0.0036662112199507,92.2903349485696,3.92952249419716,0.0165668203056768,1,0,96.1663779488487,0.244026487097526,0.0170706590396235,0,1,92.382564035561,1.31606514661796,0.704997511373697,0.5,0,102.880947007085,216.7967998071,195.774581826472,356.2222801587,354.908498020801,206.650481482998,214.402567483556,206.834939656981,227.83170560003
"53251",111501,111501,44751,180,"Female","White","Not Hispanic or Latino",33,32,31,27,23,74,34,11,10,24,51,48,47,49,11,27,"Gains",5187,0.544790975221837,1,3,"1",0.75,"Train",214,1,5,0.00174425295188752,84.1807784531031,0.197875955340944,0.0199282113762056,81.0647096848174,0.171610891248285,0.0120166895036789,82.0235044141526,1e-04,0.99,172.594896213483,0.194545096980946,0.0136598245748148,0,5,73.9316609337761,3.48581946076257,0.01,1,0,88.5371383549418,0.268332574486019,0.01,0.0323536807839355,0.72151306139875,80.809433469684,2.89084211321169,0.01,5,0.0506935065155101,88.1036191831798,179.396462699136,175.081914621235,356.224698219895,173.164325162564,169.933133453411,199.144088295743,183.688678525227,198.277049952218
"53501",112001,112001,45251,182,"Female","Prefer not to answer","Hispanic or Latino",36,25,29,27,39,93,52,26,2,16,79,77,75,22,26,17,"Gains",3906,0.855325448917612,0,2,"0",0.35,"Train",215,1,1.08113495774591,1,109.058704260959,0.699556622607778,0.231148598010466,132.706290601782,1.26655765645229,0.284265425862193,116.127419621372,1e-04,0.99,172.595415359868,0.356673780769469,0.125189380718059,0,5,119.234038443901,1.12375429627279,0.99,0.262943080853028,0.0861378082266423,106.607039934034,2.28454291315504,0.307986435393144,0.682408681607434,0.872876542525785,109.48410767745,1.10616410346733,0.99,3.06200177365431,0.402422485666738,103.758824587302,229.152314314848,243.289745035674,356.225736512666,276.447486996493,260.53788847366,235.283891453927,241.038026940759,229.587460760462
"53751",112751,112751,46001,185,"Female","More than one Race","Not Hispanic or Latino",41,35,13,23,35,63,50,10,12,20,78,69,71,15,8,21,"Losses",5023,-0.24382876805036,1,3,"1",-0.25,"Train",216,1,1.05712326751314,1,136.780810019984,1e-04,0.99,172.595612477847,0.731637252955385,0.123853383347873,105.411869871365,1e-04,0.99,172.595643859722,2.44397198857341,0.109463367892128,1,0,100.274557552933,3.0987522305825,0.214178600577603,1,0,115.39862775018,1.44321299889133,0.123299568776904,1,1,95.7134707803148,2.6534597964768,0.01,3.31383932916241,0.0657560097245367,109.242121514516,284.596525832897,221.85864553566,356.226193512374,356.226130748623,222.618926691724,252.867067086219,213.496753146488,240.554054614892
"54001",113001,113001,46251,186,"Female","White","Not Hispanic or Latino",36,36,15,23,23,57,18,5,3,24,65,48,43,36,5,34,"Gains",4864,-0.424318387380902,0,4,"1",0.25,"Train",217,1,1.11134294169875,0.124793245199988,103.584035606911,0.198669678143451,0.0422795402581115,120.536609115711,0.200188206668902,0.0368799076505028,112.383409676265,1e-04,0.99,172.595808175253,0.198508313451028,0.0422591244746247,1,0,119.811748148877,0.631348427594051,0.184937717787912,1,5,102.086941713467,0.901545297467831,0.0120271176939601,0.494696400643242,0.217619044658829,83.8826425546374,0.014827173579583,0.99,0.5,464.493160163211,79.2295684614383,218.202977006752,235.801725145459,356.226522143435,252.108124024352,261.693307883612,226.243695012793,189.835096695134,180.528948508735
"54251",113501,113501,46751,188,"Female","White","Not Hispanic or Latino",33,31,22,33,31,77,37,11,12,9,65,35,53,25,12,10,"Losses",4766,-0.0487580542840483,1,1,"0",-0.35,"Train",218,1,1e-04,1e-04,172.593657618816,1e-04,0.99,172.594481177863,0.111715235598037,0.0445940028475995,169.381490538246,1e-04,0.99,172.594423746291,0.663178389617222,0.01,1,0,170.509589455079,3.65037592284627,0.01,1,0,171.939008653017,0.110479903319701,0.0443583205320636,0,1,169.378216655122,0.0016852680584692,0.0257290506929527,4.99998523753127,621.987481576524,164.730247577768,356.222221030562,349.797886869421,356.223753285511,356.223868148655,363.088990496017,365.947828891892,360.826244896103,351.530306741394
"54501",113751,113751,47001,189,"Male","White","Not Hispanic or Latino",36,25,13,43,12,83,32,19,40,7,16,27,44,26,17,21,"Losses",3261,-0.703441225449546,0,2,"0",-0.65,"Train",219,1,3.60078974097454,0.000645016912779663,166.440600523191,0.446593837903242,0.393807381991714,167.10915807968,0.0368677631359157,0.01,168.539537802568,0.319889416288731,0.173744665300395,168.18113819606,0.241210182925431,0.01,0.647562549020905,0,166.196903710062,2.74465608531092,0.01,0.553597965603774,0,166.057559158062,0.0481018588903799,0.01,0,0.720508621872265,168.328152589241,1.39064623500662,0.01,0.5,0,167.782689796426,343.916106839312,348.113981398066,347.397182185049,345.253221952289,354.463619005984,354.184929901983,358.72611676434,357.63519117871
"54751",114001,114001,47251,190,"Male","White","Not Hispanic or Latino",36,37,26,40,21,61,5,5,25,13,37,32,35,30,6,10,"Gains",7493,0.527730760817564,0,2,"0",0.35,"Train",220,1,0.897462878971485,1,148.999159043139,0.859153169789388,0.673602243653024,146.830872484845,0.850655472570767,0.770651705918543,150.913659930571,1e-04,0.542538270336299,172.593917227096,0.863617174592137,0.679376381883534,0.893394902986535,0.898605725557857,146.781298373619,0.971434574699962,0.99,1,0,146.529706750212,1.05095319744128,0.652168151139888,0.45159384386483,1,149.885580045855,0.965417001177855,0.856514018174782,0.753498837764844,3.30483194932561,138.934678381721,309.033223879208,312.862225654071,356.22274024712,304.696650762619,315.632408333097,315.129225086283,321.840971677569,299.9391683493
"55001",114501,114501,47751,192,"Male","White","Hispanic or Latino",32,41,31,32,12,52,1,4,4,27,20,20,22,55,4,31,"Gains",6454,0.260747862230151,1,1,"0",0.65,"Train",221,1,0.589537052549689,0.13323367274024,169.593295335513,0.241338358486374,0.0539518810320778,150.990458204567,0.273909576377755,0.0651332277664985,146.830469295072,1e-04,0.99,172.595314415911,0.269073647588413,0.10426140038769,0,0,141.023768426966,0.145808102206547,0.99,0,4.61501468105989,166.114905609342,0.273907359334689,0.0651342099510436,0,1,146.830469302658,0.237397189851586,0.215865899003047,5,3.44234384762728,144.188084963494,350.221496463956,304.695844383074,356.225534624752,313.015822202063,304.117348439791,354.299622804543,315.730750191174,310.445981512847
"55251",114751,114751,48001,193,"Female","White","Hispanic or Latino",31,29,23,31,27,62,37,18,4,14,67,50,54,25,18,8,"Losses",4938,-0.273966569274714,0,4,"1",-0.75,"Train",222,1,2.03539310606147,0.030650235919139,142.111781973762,0.0586813090120747,0.01,167.385778214004,0.0842483615984318,0.0166022458482242,164.474344633931,0.0779371749409538,0.0502741559554399,171.269434131598,0.722842925844429,0.01,1,0.0496534727988938,147.540597353914,0.950759003002059,0.034386043955941,1,5,141.440367352246,0.400745765727277,0.01,0.383754884048856,0.589072066029298,147.158153191704,2.035485294291,0.0306507149041439,4.76632743883176,0,142.1117822977,295.258469740453,339.983595060791,353.573774056125,345.806462220937,317.151006293686,304.95054629035,316.386117969268,306.293376181259
"55501",115001,115001,48251,194,"Female","White","Hispanic or Latino",37,38,23,39,25,59,15,7,4,11,65,50,46,23,9,5,"Gains",4782,1.49856508199098,1,1,"0",0.65,"Train",223,1,0.717337189498688,0.53345159085046,164.727174770139,0.35472133171192,0.0646797121467177,89.5656120249855,0.50717762397646,0.0801629387178077,94.3848351754897,1e-04,0.99,172.595751619409,0.399987998996573,0.0931587937422838,0.0592277760134849,0,87.329162766768,1.31956073504762,0.262557709397144,0,0.706070560230578,151.139329299804,0.622629906924346,0.066447039723346,0.322952202322748,1,94.1332326999716,0.00944962091066549,0.206894512642199,0.5,940.863179325769,86.2067838338569,340.489255333208,199.804576143909,356.226409031747,190.1661298429,196.728137119395,324.348470185467,210.336276985802,194.483379253573
"55751",115251,115251,48501,195,"Male","White","Hispanic or Latino",44,40,25,43,19,63,27,6,3,9,51,46,50,34,5,10,"Gains",6564,0.713270591518741,1,1,"0",0.65,"Train",224,1,1.75052717194366,0.0839387985889746,111.388915824967,0.141503985598742,0.01,95.1326883886581,0.161216407149118,0.01,94.4457176509804,1e-04,0.99,172.595051285439,0.116218473862862,0.01,0,3.11644867684533,92.4025303266901,0.908670298973623,0.178006538086932,0.188797396995627,5,106.768275185372,0.210466471910763,0.01,0,0.810962290270904,93.4069825110601,0.659606693029958,0.99,0.5,7.40445361652979,138.755695832979,233.812737442863,199.92634109489,356.225008363807,201.300282570246,206.874872239239,235.606361956602,208.883776607979,299.581203251817
"56001",115501,115501,48751,196,"Female","White","Hispanic or Latino",34,34,27,35,26,68,12,5,24,18,50,48,27,21,3,13,"Gains",5198,0.627275337633324,1,1,"0",0.65,"Train",225,1,1.32204535010193,0.107049256251704,157.628748013549,0.969131041678606,0.99,157.426455937181,0.0563088505915396,0.01,158.275709758584,0.339866528154882,0.718737652863508,169.522534919669,0.501906663219933,0.337383471049692,0.303596882959446,2.70431348088617,152.868707043145,1.26433202694238,0.095913240016964,0.33959184264706,2.36402221488197,155.035739502481,0.519700142334801,0.0304749255769972,0.759370173184591,0.234082364139876,155.714649607435,1.27347069673947,0.0934857115653785,0.5,0.770341459124815,157.230544400489,326.292401820028,327.586325310097,350.079975632267,325.887817667291,327.80722567215,332.141290590821,333.499110800729,336.530900386836
"56251",115751,115751,49001,197,"Female","White","Not Hispanic or Latino",38,36,29,39,23,57,16,11,0,17,61,45,46,31,14,12,"Gains",1658,1.20136408745144,1,1,"0",0.65,"Train",226,1,0.695266144566847,0.489201710626743,164.115287279369,0.271987382151729,0.0866878241519263,156.543140937306,0.381751324175724,0.116813482138031,154.671993949397,0.208339396083573,0.857862128725467,172.280390871201,0.214509334932291,0.0599960158816511,0,0,146.771260299794,0.873549972387259,0.225463434759787,0,0.61470436722662,159.55767160319,0.377349792938245,0.116607420247408,0,1,154.66666065868,0.0106281704190997,0.0651281703813632,0.5,1000,151.14827276993,339.265480351668,320.378893691724,355.595687535332,324.121187667542,315.612332185446,341.185154792239,331.403132903218,324.366357125719
